Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
605716,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211,Williamsburg - Bushwick,Winter 2017-18,12/01/2017,9.42,
325286,643,Annual vehicle miles traveled,million miles,per km2,CD,404,Elmhurst and Corona (CD4),2016,01/01/2016,38.6,
602785,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2017-18,12/01/2017,30.06,
212938,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Annual Average 2014,12/01/2013,9.49,
605654,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3,Manhattan,Annual Average 2018,01/01/2018,8.46,
325185,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,410,South Ozone Park and Howard Beach (CD10),2016,01/01/2016,0.8,
151411,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,401,Long Island City - Astoria,2009-2011,01/01/2009,3.5,
547534,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,210,Coney Island - Sheepshead Bay,Annual Average 2017,01/01/2017,6.83,
213443,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2014,06/01/2014,16.7,
412491,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Summer 2016,06/01/2016,19.1,
173245,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402,West Queens,Winter 2012-13,12/01/2012,10.76,
740882,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2,Brooklyn,Summer 2021,06/01/2021,11.46,
410724,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2,Brooklyn,Summer 2016,06/01/2016,8.32,
131024,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,3,Manhattan,2005-2007,01/01/2005,3.9,
174242,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Annual Average 2012,12/01/2011,8.31,
410791,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Annual Average 2016,12/31/2015,7.81,
741058,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Winter 2020-21,12/01/2020,21.65,
154583,643,Annual vehicle miles traveled,million miles,per km2,CD,212,Williamsbridge and Baychester (CD12),2005,01/01/2005,20.7,
170283,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Annual Average 2011,12/01/2010,12.08,
131514,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,201,Greenpoint,2009-2011,01/01/2009,10,
169324,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Summer 2009,06/01/2009,10.83,
325148,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,203,Morrisania and Crotona (CD3),2016,01/01/2016,1.2,
221962,386,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2014,06/01/2014,25.29,
166902,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2013,06/01/2013,17.08,
799854,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,502,Stapleton - St. George,2014,01/01/2014,1.3,
222472,386,Ozone (O3),Mean,ppb,UHF42,205,Sunset Park,Summer 2014,06/01/2014,30.6,
603031,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Winter 2017-18,12/01/2017,25.75,
151718,644,Annual vehicle miles travelled (cars),million miles,per km2,Borough,5,Staten Island,2005,01/01/2005,9.8,
177140,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Winter 2008-09,12/01/2008,13.58,
170394,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Annual Average 2012,12/01/2011,8.45,
167711,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2012,12/01/2011,24.81,
216429,386,Ozone (O3),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2010,06/01/2010,30.46,
740999,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Summer 2021,06/01/2021,10.79,
412555,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Annual Average 2016,12/31/2015,16.04,
336583,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Annual Average 2015,01/01/2015,17.3,
336616,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Annual Average 2015,01/01/2015,17.82,
211985,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409,Southeast Queens,Summer 2014,06/01/2014,7.72,
628546,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,207,East Flatbush - Flatbush,2015-2017,01/01/2015,9.7,
130999,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,303,East Harlem,2005-2007,01/01/2005,4.7,
669586,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201,Mott Haven and Melrose (CD1),Winter 2019-20,12/01/2019,7.25,
165784,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Winter 2008-09,12/01/2008,32.15,
549951,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Winter 2016-17,12/01/2016,25.51,
174215,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201,Greenpoint,Annual Average 2012,12/01/2011,10.27,
131167,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,2,Brooklyn,2005-2007,01/01/2005,21.1,
177780,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Summer 2009,06/01/2009,11.45,
741247,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Winter 2020-21,12/01/2020,21.2,
605672,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104,Pelham - Throgs Neck,Annual Average 2018,01/01/2018,7,
547484,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501,Port Richmond,Winter 2016-17,12/01/2016,7.36,
130720,646,Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,408,Jamaica,2005,01/01/2005,1.8,
221881,386,Ozone (O3),Mean,ppb,UHF34,301,Washington Heights,Summer 2011,06/01/2011,30.13,
166783,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2011,06/01/2011,14.28,
410912,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303,East Harlem,Winter 2015-16,12/01/2015,8.59,
338282,386,Ozone (O3),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2015,06/01/2015,31.77,
740943,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2021,01/01/2021,14.68,
174200,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Annual Average 2011,12/01/2010,9.43,
175904,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2009,06/01/2009,31.61,
212563,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2014,12/01/2013,25.1,
671117,386,Ozone (O3),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2020,06/01/2020,28.86,
166738,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2010,06/01/2010,9.96,
170395,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Annual Average 2012,12/01/2011,8.05,
175911,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Summer 2009,06/01/2009,19.91,
176656,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2012,12/01/2011,27.08,
518687,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,502,Stapleton - St. George,2012-2014,01/02/2012,8.6,
643547,375,Nitrogen dioxide (NO2),Mean,ppb,Citywide,1,New York City,Summer 2019,06/01/2019,12.98,
178515,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,Ridgewood - Forest Hills,Annual Average 2011,12/01/2010,9.95,
740951,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2021,06/01/2021,14.42,
669978,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Summer 2020,06/01/2020,6.74,
549804,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Winter 2016-17,12/01/2016,22.76,
167682,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2011,12/01/2010,14.15,
179506,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Winter 2010-11,12/01/2010,12.1,
174265,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402,West Queens,Annual Average 2013,12/01/2012,9.13,
799868,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,Citywide,1,New York City,2014,01/01/2014,1.49,
167783,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2013,12/01/2012,16.78,
165766,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Winter 2008-09,12/01/2008,31.68,
411120,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2016,06/01/2016,7.43,
667587,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2020,06/01/2020,13.98,
212454,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501,Port Richmond,Summer 2014,06/01/2014,13.12,
643519,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Annual Average 2019,01/01/2019,14.5,
518527,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,306,Chelsea - Clinton,2012-2014,01/02/2012,75.7,
628465,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,401,Long Island City - Astoria,2015-2017,01/01/2015,46.1,
603044,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Annual Average 2018,01/01/2018,17.28,
549413,386,Ozone (O3),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2017,06/01/2017,26.65,
549906,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2016-17,12/01/2016,26.17,
741179,375,Nitrogen dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2021,06/01/2021,12.99,
605712,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Summer 2018,06/01/2018,7.87,
131440,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,402,West Queens,2009-2011,01/01/2009,75.2,
550015,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2017,06/01/2017,18.76,
667563,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2020,06/01/2020,16.39,
643383,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2018-19,12/01/2018,25.25,
219969,386,Ozone (O3),Mean,ppb,Borough,1,Bronx,Summer 2013,06/01/2013,31.25,
154522,644,Annual vehicle miles travelled (cars),million miles,per km2,CD,210,Throgs Neck and Co-op City (CD10),2005,01/01/2005,24.2,
605904,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Summer 2018,06/01/2018,10.35,
172193,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Summer 2012,06/01/2012,17.24,
605245,386,Ozone (O3),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2018,06/01/2018,30.9,
667376,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Winter 2019-20,12/01/2019,22.86,
315635,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,Borough,3,Manhattan,2011,01/01/2011,2.4,
216454,386,Ozone (O3),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2011,06/01/2011,29.87,
170237,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,Morrisania and Crotona (CD3),Annual Average 2010,12/01/2009,10.57,
549882,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Winter 2016-17,12/01/2016,18.77,
211984,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Summer 2014,06/01/2014,8.1,
518883,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Borough,1,Bronx,2012-2014,01/02/2012,183.64,
222534,386,Ozone (O3),Mean,ppb,UHF42,305,Upper East Side,Summer 2010,06/01/2010,28.21,
166911,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2013,06/01/2013,15.84,
547700,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2016-17,12/01/2016,7.53,
628477,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503,Willowbrook,2015-2017,01/01/2015,18.8,
131430,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,302,Central Harlem - Morningside Heights,2009-2011,01/01/2009,291.1,
216382,386,Ozone (O3),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Summer 2011,06/01/2011,31.89,
154466,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,301,Greenpoint and Williamsburg (CD1),2005,01/01/2005,1.8,
605990,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2018,01/01/2018,7.13,
643313,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Summer 2019,06/01/2019,13.06,
643615,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2019,01/01/2019,15.46,
151728,645,Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,203,Bedford Stuyvesant - Crown Heights,2005,01/01/2005,1.1,
221901,386,Ozone (O3),Mean,ppb,UHF34,304,Upper West Side,Summer 2013,06/01/2013,26.93,
336799,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2015,01/01/2015,21.26,
175994,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Summer 2011,06/01/2011,15.36,
216528,386,Ozone (O3),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2013,06/01/2013,33.65,
177208,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Winter 2009-10,12/01/2009,12.37,
221860,386,Ozone (O3),Mean,ppb,UHF34,208,Canarsie - Flatlands,Summer 2014,06/01/2014,33.25,
219694,386,Ozone (O3),Mean,ppb,Citywide,1,New York City,Summer 2011,06/01/2011,33.1,
628384,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Borough,1,Bronx,2015-2017,01/01/2015,44.4,
338203,386,Ozone (O3),Mean,ppb,UHF42,404,Bayside - Little Neck,Summer 2015,06/01/2015,31.27,
628958,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,504,South Beach - Tottenville,2015-2017,01/01/2015,13.9,
799861,646,Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,Borough,5,Staten Island,2014,01/01/2014,0.62,
412680,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2016,06/01/2016,20.89,
172732,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Annual Average 2013,12/01/2012,24.75,
518670,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,305,Upper East Side,2012-2014,01/02/2012,1.3,
670942,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2020,06/01/2020,31.49,
222614,386,Ozone (O3),Mean,ppb,UHF42,408,Jamaica,Summer 2012,06/01/2012,33.78,
334278,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2014-15,12/01/2014,9.15,
171630,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Winter 2010-11,12/01/2010,27.63,
411067,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2016,12/31/2015,7.39,
334036,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Annual Average 2015,01/01/2015,9.78,
173195,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201,Greenpoint,Winter 2011-12,12/01/2011,10.37,
643311,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Winter 2018-19,12/01/2018,26.02,
643363,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2019,01/01/2019,15.7,
169545,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307,Sunset Park (CD7),Summer 2013,06/01/2013,10.7,
151647,643,Annual vehicle miles traveled,million miles,per km2,UHF42,307,Gramercy Park - Murray Hill,2005,01/01/2005,78.6,
549963,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409,Southeast Queens,Winter 2016-17,12/01/2016,24.02,
550117,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2017,06/01/2017,15.42,
174229,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Annual Average 2012,12/01/2011,10.46,
175970,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Summer 2011,06/01/2011,21.34,
412007,386,Ozone (O3),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2016,06/01/2016,33.66,
216501,386,Ozone (O3),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2010,06/01/2010,33.38,
151732,645,Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,207,East Flatbush - Flatbush,2005,01/01/2005,0.9,
743674,386,Ozone (O3),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Summer 2021,06/01/2021,30.88,
410873,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201,Greenpoint,Winter 2015-16,12/01/2015,10.19,
130708,646,Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,306,Chelsea - Clinton,2005,01/01/2005,4.9,
173226,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Winter 2012-13,12/01/2012,10.59,
213755,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Winter 2013-14,12/01/2013,14.41,
643328,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2019,06/01/2019,12.8,
410778,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Summer 2016,06/01/2016,7.77,
175340,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Winter 2010-11,12/01/2010,32.23,
549401,386,Ozone (O3),Mean,ppb,UHF34,503504,Southern SI,Summer 2017,06/01/2017,28.58,
131380,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,211,Williamsburg - Bushwick,2009-2011,01/01/2009,106.8,
179149,365,Fine particles (PM 2.5),Mean,mcg/m3,Citywide,1,New York City,Winter 2009-10,12/01/2009,9.86,
131146,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,306,Chelsea - Clinton,2005-2007,01/01/2005,19,
315644,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,107,Hunts Point - Mott Haven,2011,01/01/2011,2.1,
605822,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,Annual Average 2018,01/01/2018,6.7,
410932,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Annual Average 2016,12/31/2015,7.02,
170170,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107,Upper West Side (CD7),Annual Average 2009,12/01/2008,12.16,
169466,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111,East Harlem (CD11),Summer 2012,06/01/2012,10.99,
667454,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Winter 2019-20,12/01/2019,22.29,
177875,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Summer 2011,06/01/2011,13.11,
547761,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Summer 2017,06/01/2017,8.36,
151651,643,Annual vehicle miles traveled,million miles,per km2,UHF42,401,Long Island City - Astoria,2005,01/01/2005,18.6,
173667,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Summer 2011,06/01/2011,11.3,
222449,386,Ozone (O3),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2009,06/01/2009,23.08,
669618,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502,Northern SI,Winter 2019-20,12/01/2019,7.31,
170363,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2012,12/01/2011,9.15,
168591,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,209,Parkchester and Soundview (CD9),Winter 2011-12,12/01/2011,9.9,
549911,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Annual Average 2017,01/01/2017,18.87,
667190,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Winter 2019-20,12/01/2019,29.8,
151537,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,204,East New York,2009-2011,01/01/2009,29.8,
154543,644,Annual vehicle miles travelled (cars),million miles,per km2,CD,401,Long Island City and Astoria (CD1),2005,01/01/2005,15.2,
325373,644,Annual vehicle miles travelled (cars),million miles,per km2,CD,302,Fort Greene and Brooklyn Heights (CD2),2016,01/01/2016,42.5,
176579,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Annual Average 2010,12/01/2009,24.32,
168501,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407,Flushing and Whitestone (CD7),Winter 2009-10,12/01/2009,9.58,
173704,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Summer 2012,06/01/2012,10.29,
325094,645,Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,104,Pelham - Throgs Neck,2016,01/01/2016,1.9,
649698,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Winter 2018-19,12/01/2018,7.97,
170318,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Annual Average 2011,12/01/2010,9.37,
649810,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Annual Average 2019,01/01/2019,6.56,
650920,386,Ozone (O3),Mean,ppb,Borough,4,Queens,Summer 2019,06/01/2019,32.18,
547690,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307,Sunset Park (CD7),Annual Average 2017,01/01/2017,8.17,
179849,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,310,Lower Manhattan,2015,01/01/2015,1.2,
172125,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Summer 2010,06/01/2010,18.49,
669949,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2020,01/01/2020,6.12,
336800,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2015,06/01/2015,16.56,
334221,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201,Mott Haven and Melrose (CD1),Winter 2014-15,12/01/2014,10.81,
741274,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Winter 2020-21,12/01/2020,21.63,
221856,386,Ozone (O3),Mean,ppb,UHF34,208,Canarsie - Flatlands,Summer 2010,06/01/2010,36.12,
742297,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Winter 2020-21,12/01/2020,6.56,
670925,386,Ozone (O3),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2020,06/01/2020,29.84,
154453,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,112,Washington Heights and Inwood (CD12),2005,01/01/2005,1.8,
177168,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402,West Queens,Winter 2008-09,12/01/2008,13.5,
643687,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2019,01/01/2019,17.13,
166657,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2009,06/01/2009,20.38,
628974,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,203,Bedford Stuyvesant - Crown Heights,2015-2017,01/01/2015,33.9,
151588,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,207,East Flatbush - Flatbush,2009-2011,01/01/2009,7.3,
315604,646,Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,UHF42,208,Canarsie - Flatlands,2011,01/01/2011,1.1,
605949,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2018,06/01/2018,8.75,
605896,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Winter 2017-18,12/01/2017,10.45,
212315,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Winter 2013-14,12/01/2013,33.98,
602858,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Annual Average 2018,01/01/2018,17.9,
213227,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Winter 2013-14,12/01/2013,40.99,
131453,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Citywide,1,New York City,2009-2011,01/01/2009,106.8,
214165,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Annual Average 2014,12/01/2013,8.49,
151739,645,Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,303,East Harlem,2005,01/01/2005,2.1,
